吉鲁维伽诺斯,"
【吉鲁维伽诺斯】《激战城塞石卫塔 LV.50》号
这个龙没有仇恨，T可以切成输出姿态。
BOSS抬手是正面顺劈，抬屁股是背面顺劈，双手抱胸便秘一样是火球，需要离开BOSS正面直线方向，
单手护胸侧身预备跑的姿势是直线冲刺，
另外BOSS还会无提示正面喷火。平时在侧面输出，远程注意躲开正面即可。
BOSS血量下降到一定程度之后，会出现第二只龙…
先搞死一个再搞另一个即可。"
冰锥万迪尔,"
【冰锥万迪尔】《凛冽洞天披雪大冰壁 LV.50》号
BOSS读条【风雪】之后2~4s会出现暴风雪，保持移动或跳跃可以避免被叠BUFF。
BOSS使用冻原技能后，偶尔会召唤寒霜爆弹，爆弹怪爆炸之后也会叠BUFF。BUFF叠上4层就会被冻住，并持续掉血。一般炸两个爆弹怪就可以灭团了…"
大脚雪人,"
【大脚雪人】《凛冽洞天披雪大冰壁 LV.50》号
需要T把BOSS拉到场边，并面向场中。
场上会刷两种小怪，魔石精不打，由奶妈刷血拉住仇恨，并带到场中，
BOSS会读条超大范围扇形攻击，把魔石精冻成雪球(玩家记得躲开不要被喷到了)。
雪球被BOSS喷到还可以变大，喷两次就是最大了，此时可以使用任意攻击技能攻击雪球，把雪球推向BOSS即可造成大量伤害。场上要留一两个雪球，当BOSS读条全屏AOE时，同样需要推动雪球将其打断。
DPS要注意场上的《霜冻食人魔》，它会打碎雪球，当它出现时要第一时间击杀。"
芬里尔,"
【芬里尔】《凛冽洞天披雪大冰壁 LV.50》号
正面有顺劈，出啥躲啥。
偶数次冰柱掉下来之后，躲在仅剩的一根冰柱之后，
否则会被冻住，还会被芬里尔飞扑，
奶妈注意照顾一下没躲好冰柱的小萌新们…"
真红龙虾,"
【真红龙虾】《逆转要害沙斯塔夏溶洞 LV.50》号
这个BOSS会对随机玩家吐痰并附加掉血减速效果。
所有人稍微分散一些站位，被到吐的玩家需要奶妈立刻驱散并抬满血。
BOSS还会读条【螺旋尾】，这个技能会对目标玩家造成巨大伤害(大约90%)，可以打断。
第一次螺旋尾可以由T眩晕打断，第二次开始BOSS会把T晕住，需要近战DPS打断。(这个晕人点名可以被传递，但是注意在传递途中可能会被BOSS吐痰或者吃到额外技能)，无论是否有人打断螺旋尾，都需要奶妈在BOSS读条一半左右的时候预读大加血，预防打断失败或无人打断的情况。"
麦迪逊原船长,"
【麦迪逊原船长】《逆转要害沙斯塔夏溶洞 LV.50》号
船长会不断召唤小怪，还会冲人，
当BOSS标记一名玩家并射击的时候，需要所有人优先集火BOSS打断，否则这名玩家很容易暴毙。
船长召唤的小怪打人并不疼，注意先打地上爬的就可以了(它会定身)。"
受损的审判化身,"
【受损的审判化身】《苏醒遗迹喀恩埋没圣堂 LV.50》号
开战后不久，会有某个部位发光，集火该部位即可，
如果有人看到也可以标个号方便新人输出。
被点名的人建议远离人群，会放一个石球并持续AOE。地面出现流沙要及时走出去，陷到底就挂了。"
仙人刺女皇,"
【仙人刺女皇】《苏醒遗迹喀恩埋没圣堂 LV.50》号
BOSS读条【十万针刺】时，需要集火攻击打断咏唱，咏唱完成则强制团灭。
场上出现《仙人掌守卫》时(会同时有一个巨大的保护特效)，将无法攻击BOSS，BOSS同时在读条十万针刺，需要先打掉守卫，再来攻击BOSS，根据DPS决定是否需要放LB。
只要打掉BOSS，其他小怪都会消失，如果T奶没有压力的话，可以不用管其他小怪(但场地可能难以落脚…)。"
审理神代言者,"
【审理神代言者】《苏醒遗迹喀恩埋没圣堂 LV.50》号
开场T把BOSS放在中场，并观察场地四周，四周会升起棺材，里面会跑出木乃伊…躲开它的直线前进方向，否则会被上BUFF。
BOSS读条【怨恨的斩击】，是对随机一名玩家的直线范围AOE，看到此技能请躲开BOSS正面面向。
BOSS还会随机连线一名玩家，被连线的人需要绕场狂跑，有眩晕的T或近战DPS可以眩晕BOSS。BOSS抓到被连线的人就会不断给他上BUFF…叠到4层的玩家会被关小黑屋，然后变成木乃伊斜穿场地，被扫到的其他玩家也会被叠BUFF。"
独爪妖禽,"
【独爪妖禽】《幻龙残骸密约之塔 LV.50》号
T把BOSS放在场边，天上会掉落两种水箱，小的可以被玩家技能击飞，大的不行。两种水箱都会被BOSS攻击所引爆，所以玩家不要站在水箱附近，T和BOSS附近也不能有水箱，
另外BOSS还有单点某一玩家的直线AOE。所以任意玩家与BOSS的连线上也不能有水箱。
BOSS会使用吸引技能把所有小水箱吸引到脚下，请预留AOE技能打飞水箱。如果水箱即将爆炸(闪红)，请奶妈做好持续抬血的准备。"
魔导炮艇,"
【魔导炮艇】《幻龙残骸密约之塔 LV.50》号
BOSS会随机点名一名玩家直线飞过去并沿途扔一堆火圈，被点名的玩家最好前往场边引导火圈的位置。
BOSS读条火焰放射后，T可以到BOSS身侧等他喷完火再回位。
如果队伍内有近战DPS的话，需要T给DPS留一些输出空间。
如果DPS够快的话，最后一个魔导巨兵可以考虑不打，直接撸BOSS。"
尘世幻龙,"
【尘世幻龙】《幻龙残骸密约之塔 LV.50》号
场地上有两条小龙，BOSS血量下降到一定程度后就会复活小龙，
第一条龙需要远离BOSS，而第二条龙需要靠近BOSS，否则就很难打，
新人T如果记不住的话，就记得把小龙放在原位即可(不要拉着乱跑)。
小龙打到一定程度后，天上会掉下来一个魔导机器…第一时间集火打掉(T不要参与集火，小龙有顺劈)，
当场地上出现全场蓝色的范围AOE时，打开魔导屏障发生器(不要提前开)，并躲在结界里，否则直接GG。"
折角骑士 寇黑加,"
【折角骑士 寇黑加】《武装圣域放浪神古神殿 LV.50 》号
每隔一会就会往地上扔一把标枪，注意及时转火打掉标枪，
否则会被标枪全屏AOE慢慢炸死。"
湿皮妖师 佐尔加,"
【湿皮妖师 佐尔加】《武装圣域放浪神古神殿 LV.50 》号
大概是个萨满，会满地插旗。图腾有4种颜色，对应4个效果：变蛙、伤害增加、火耐性降低和加重。
颜色和效果的对应每次进本都是随机的，但当场战斗中的对应关系是固定的，所以第一次图腾需要大家挨个踩一遍，找到伤害增加的图腾，而第一次没出现的颜色就是蛙变图腾。
从第二次开始，需要DPS回收所有的伤害增加图腾，否则BOSS回收图腾时会附加伤害增加的BUFF，另外变蛙的玩家可以去踩蛙变的图腾，变回来。"
光鳞兄弟 莫拉加加,"
【光鳞兄弟 莫拉加加】《武装圣域放浪神古神殿 LV.50 》号
T开场把BOSS定在场中央，这个BOSS会插两种旗，
当BOSS插战旗时，T要带着BOSS离开战旗范围，而插祭器时，需要DPS集火打掉祭器。
BOSS会随机点名玩家死亡宣告，需要奶妈为该玩家加满血，即可解除，否则倒计时结束后这名玩家即死。
另外由于BOSS会释放120°超大范围AOE，建议所有人靠近BOSS输出/治疗。"
安可哈格,"
【安可哈格】《邪念妖地无限城古堡 LV.50 》号
T开场注意不要让BOSS面对任何一个石像，当某名玩家被点名时，请立刻躲到石像后，等BOSS伤害连线消失后再出来。这个点名也会点T，要注意。如果点名没有躲在石像后，或石像血量不足承不住，则需要奶妈注意使劲抬血。
另外BOSS还会点名一名玩家冲锋，该玩家需要前往BOSS身下，把冲锋条压缩到最小为宜。"
夜魔人,"
【夜魔人】《邪念妖地无限城古堡 LV.50 》号
当BOSS隐身时，攻击场上的《幻光球》，打掉幻光球后，踩一下光圈会获得含光的BUFF，带有这个BUFF玩家去找隐身的BOSS，在BUFF倒计时结束后，就可以把BOSS炸出来。
BOSS会复活两批小怪，第二批小怪中个头最大的“殉难者”会读条【自暴自弃】，这个技能是个全屏AOE并且非常非常疼，需要第一时间击杀，
同时奶妈注意如果处理失败则需要持续加血。
BOSS血量下降到一半后会出现分身，建议不要同时把两个BOSS都炸出来，逐个击破比较轻松。"
弗迪亚,"
【弗迪亚】《邪念妖地无限城古堡 LV.50 》号
有正面顺劈要注意。
当BOSS回到中场并有小怪连线时，要注意迅速击杀小怪，
击杀所有连线小怪后，BOSS脚下的AOE圈停止扩大，在外场等着BOSS放技能就好。
当玩家被一个粘液胶一样的玩意儿定身时，也请注意解救
(被定身的玩家也可以攻击这个玩意儿，不要站着发呆)。剩下的出啥躲啥即可。"
角牙古象,"
【角牙古象】《冰雪废堡暮卫塔 LV.51》号
比较考验奶妈。BOSS会点名一名玩家，击晕，然后击飞…间隔时间很长，击飞伤害可以被分摊，
如果没有人去分摊，治疗可以考虑自己去参与分摊(这样抬血的压力也可以降低)。
对T有正面扇形顺劈，还会点名冲锋，
另外BOSS还会读条【史前咆哮】，对全团造成中等伤害。
T和DPS请注意出啥躲啥，减轻奶妈压力。"
寒光剑 尤埃尔默里克,"
【寒光剑 尤埃尔默里克】《冰雪废堡暮卫塔 LV.51》号
大量满场乱跑加各种靠近远离的AOE，噩梦一般混乱的BOSS。
BOSS每使用一次全屏AOE，就会随机复活2只小怪，小怪站起来后，会立刻读条对它周围的怪释放增益BUFF。
如果队伍中有新人，建议优先击杀小怪，当发现小怪在BOSS身边复活时，T要注意把BOSS带走。
如果队伍成员都非常熟练，也可以无视小怪全力集火BOSS，大概会在场上有6~8只小怪的时候击杀完毕。"
狮身巨鹰,"
【狮身巨鹰】《冰雪废堡暮卫塔 LV.51》号
场地上会有2~4块石头，这些石头非常重要，平时请不要站在石块附近，
T也要注意不要将BOSS面对石块(BOSS的正面顺劈会打烂石块)。
当BOSS跳回场地中央读条【回转牢狱】时，所有人立刻就近找石头躲避，否则会被吸入中间的龙卷风里并造成大量伤害。
但BOSS的凛冬之风会摧毁石块，所以当石块被摧毁后，T要尽快找到新石块附近。"
破锁花王,"
【破锁花王】《天山绝顶索姆阿尔灵峰 LV.53 》号
出啥躲啥就行了，头顶小太阳 菊花 的玩家会被大王花吸 入 ，
这个吸引范围是以被点名玩家为中心120度，如果你不想被吸的话注意避让，蜜蜂也可以无视。"
迈斯龙,"
【迈斯龙】《天山绝顶索姆阿尔灵峰 LV.53 》号
隔一段时间会出现一大堆粘液，红色分摊蓝色单吃，第二次出现粘液要迅速击杀绿色的。
绿色爆炸基本上就团灭了没什么机会抢救。如果有法系LB可以选择在此时丢给绿的和BOSS。"
刁曼,"
【刁曼】《天山绝顶索姆阿尔灵峰 LV.53 》号
BOSS有顺劈T平时可以拉场中，一旦发生走位，请务必保持BOSS面对场外。BOSS读条【混沌爆破】后，会点名一大堆AOE，请立刻躲开，吃两个基本必死。
当有人头顶出现绿色彗星之后，被点彗星的玩家远离人群(BOSS和T)放下彗星，然后迅速返回。
彗星爆炸伤害是随距离递减的，彗星可以放在一起，人离开彗星超过半场几乎就没什么伤害了。
打到一半后，BOSS会停在场中央不断放AOE，本体无敌，转火攻击两个翅膀，如果DPS不足的话可以选择让法系在此放LB，通常来说正常打掉翅膀即可。奶妈要时刻关注大家血量，尤其在AOE和彗星爆炸后。
翅膀打掉后如果还有彗星点名，推荐尽可能把彗星放在一起，就看灵性啦。"
琅妲巫龙,"
【琅妲巫龙】《邪龙王座龙巢神殿 LV.55》号
场地四周有很多石柱，当发现自己被BOSS连线时，
跑到石柱附近，把线传递给石柱即可。
另外打一半还会刷新小怪，如果两个DPS都转火的话，
T是可以不拉的…带着小龙直接打掉BOSS也不是不行。"
格亚斯库图斯,"
【格亚斯库图斯】《邪龙王座龙巢神殿 LV.55》号
场地上会刷出很多瓦斯气体，同时会有爆弹怪跑出来吃气体。
一团瓦斯会给BOSS加一层BUFF，而爆弹怪吃掉太多气体就会自爆。
场上气体较多时，奶妈注意关照T，
爆弹怪吃掉两三层气体后，DPS注意转火打掉爆弹怪，
否则奶妈注意抬血(炸前抬满，炸后补血)。"
尼德霍格,"
【尼德霍格】《邪龙王座龙巢神殿 LV.55》号
BOSS会转身向玩家吐火球，注意发现BOSS面冲自己就要及时躲闪(不会有提示)，
BOSS偶尔会点名玩家【漆黑之珠】，因为BOSS会顺劈，所以请T不要乱动，由另一名DPS和奶妈打掉珠子解救。
BOSS上天后，T切成输出姿态，奶妈也可以全力输出，所有小龙都要及时击杀。如果DPS太慢，奶妈酌情给大师兄(NPC)加一加血。
最后一条小龙击杀后，大师兄会开启一个罩子，躲里面等BOSS回来即可。"
光辉剑 阿代尔斐尔,"
【光辉剑 阿代尔斐尔】《圣教中枢伊修加德教皇厅 LV.57 》号
喜欢单点一名玩家定身狂揍，奶妈注意及时抬血。
还会满场乱窜留下光球，光球过一会就会炸开，躲开5m左右就不会被崩到，
如果觉得自己躲不开，可以选择硬吃一个球，非T角色吃3个球必死。"
战争狂 格里诺,"
【战争狂 格里诺】《圣教中枢伊修加德教皇厅 LV.57 》号
会用特别华丽的场地技能。BOSS正面有顺劈，要注意。
T把BOSS放中场，BOSS会点名一名玩家放技能，尽头会出现一个黑洞，玩家靠近黑洞就会被连线并持续掉血，
这个血崩是奶不起来的，务必远离。
当BOSS喊话说要把你们都吹飞时，玩家会被击飞到场边。
推荐除了T之外的玩家站在一条直线上引导点名技能，把黑洞放在同一个位置。
吹飞之前再调整角度，避免被吹到黑洞附近。
另外BOSS还会在场地里扔黑洞，靠近会被加重，如果黑洞位置非常不好，可以由T开启减伤或奶妈踩掉。"
圣骑士沙里贝尔,"
【圣骑士沙里贝尔】《圣教中枢伊修加德教皇厅 LV.57 》号
出啥躲啥(地上的火圈不是很明显…)，
被连线的两名玩家需要向相反方向移动扯断(只有一个人跑是扯不断的)，
场地北边会刷新棋子士兵，注意溜缝躲避。
当BOSS消失之后，T可以切换成输出姿态，所有人一起输出场上刷出来的“圣火”，所有圣火都打掉之后，会立刻有一个全屏AOE，奶妈注意抬血。"
恶魔书墙,"
【恶魔书墙】《学识宝库迦巴勒幻想图书馆 LV.59》号
和之前的墙魔一样也会在地上放黑色的伤害，注意躲开。
当BOSS合上之后，要趁机跑到书背后去，否则很容易死。
地面偶尔会被冰冻，溜冰很好玩。"
比布鲁斯,"
【比布鲁斯】《学识宝库迦巴勒幻想图书馆 LV.59》号
出啥躲啥，BOSS回到场地中央后，所有人打落在场上的书，
打掉之后书会与一名玩家连线，这名玩家带着线穿过BOSS，
让连线的球与BOSS相撞，就可以解除BOSS的无敌，
但一旦连线碰到了其他玩家、旋风等物体，就会消失，请带球玩家注意躲避，
其他玩家注意避让(如果路径上有风，推荐其他玩家帮忙撞掉)。"
永世珍本,"
【永世珍本】《学识宝库迦巴勒幻想图书馆 LV.59》号
场地四周会有6个粉紫色圆阵，当BOSS点名玩家，需要迅速跑到两个圆阵中间贴场边放球，球会对周围造成AOE范围伤害。
当BOSS回到场中央并开始读条时，场地四周的圆阵也会发光，需要所有人去踩灭光点。第一次6个圆阵，每个阵1个点；第二次4个圆阵，每个阵2个点，需要2名玩家同时踩；第三次2个圆阵，每个阵3个点，需要3名玩家同时踩。"
雷古拉·范·休著斯,"
【雷古拉·范·休著斯】《血战苍穹魔科学研究所 LV.60》号
出啥打啥，出啥躲啥，小怪跟人的连线可以截断，不过没啥意义，奶妈奶住就行。"
赫鲁玛奇斯,"
【赫鲁玛奇斯】《血战苍穹魔科学研究所 LV.60》号
这是个BOSS原型机，变出来的怪都是巴哈的BOSS。蛇就是疼，奶妈注意抬血。
第二个会读条石化需要背对，另外会随机点名扔火圈。
第三个机甲会定身一个人并在他脚下出现一个金色小圈圈，需要另外一个人站在里面(一共2个人)就能无伤度过，否则被定身的人会受到高额伤害。
另外还有一个技能是头顶出现红色细线，需要分摊(单吃就剩个血皮儿)。"
拉哈布雷亚,"
【拉哈布雷亚】《血战苍穹魔科学研究所 LV.60》号
场地上会出现冰火球，基本原则就是，没冰球的地方必会出现火球，所以冰球一炸，就往原来冰球的地方跑。
BOSS血量下降到一定程度后，会合体来到场中央，并连线一冰一火两个球，优先打冰球。
出现黑色环的时候，被点名的人根据二人距离决定靠近或者远离(让另外两个人有地方躲就行)。
打掉连线冰火球后，场边会出现几个黑洞，当BOSS读条“法则改变”的时候，所有人躲到黑洞里躲避即可(黑洞比较小，只能容纳1人，先到先得/提前站在黑洞旁边宣示主权亦可)。"
以格约姆,"
【以格约姆】《血战苍穹魔科学研究所 LV.60》号
场地上会出现冰火球，基本原则就是，没冰球的地方必会出现火球，所以冰球一炸，就往原来冰球的地方跑
BOSS血量下降到一定程度后，会合体来到场中央，并连线一冰一火两个球，优先打冰球。
出现黑色环的时候，被点名的人根据二人距离决定靠近或者远离(让另外两个人有地方躲就行)。
打掉连线冰火球后，场边会出现几个黑洞，当BOSS读条“法则改变”的时候，所有人躲到黑洞里躲避即可(黑洞比较小，只能容纳1人，先到先得/提前站在黑洞旁边宣示主权亦可)。"
奴涅努克怪鸟,"
【奴涅努克怪鸟】《空中神域不获岛 LV.60》号
出啥打啥，出啥躲啥。BOSS血量下降到一定程度后，会出现浓雾，
BOSS消失，需要玩家找到《奴涅努克之影》，站在怪圈里面才能攻击到它，迅速打掉后，浓雾就会散去。"
卡努瓦努,"
【卡努瓦努】《空中神域不获岛 LV.60》号
它的核心技能是点名玩家，并放置一个图腾，图腾放下后，地面会立刻出一个大黑圈，需要玩家把圈内的图腾搬出去。
一般来说，当发现黑圈里有图腾时，奶和远程DPS优先搬图腾，如果有距离特别近的，T也可以帮忙。
如果发现读条结束，黑圈里仍有图腾，且复活时，要注意优先击杀。"
招雷巨蛇,"
【招雷巨蛇】《空中神域不获岛 LV.60》号
场地四周会掉下去而且不能救，请所有人务必注意。
BOSS会点名一名玩家放一个水泡，推荐被点名的人站到BOSS身下方便AOE(打掉即可)。
BOSS血量下降到一定程度后，会变为无敌状态在场上移动，并在场上出现3个风元精。所有人需要转火风元精，并注意尽量避免被BOSS和场上的旋风蹭到。
当所有风元精被击杀后，BOSS会立刻读条吹飞并且变得可以被攻击，需要所有人站到BOSS附近，且身后有超过半场的空间(不要被吹下去)，重复3次基本就过了。"
幻影光,"
【幻影光】《博物战舰无限回廊 LV.60 》号
出啥躲啥。BOSS会释放连续1/4场面积的AOE，建议远程职业也靠近BOSS，方便躲避。"
弥诺陶洛斯,"
【弥诺陶洛斯】《博物战舰无限回廊 LV.60 》号
这个蠢牛也会著名的横扫和回转技能，记得横扫绕背侧，回转远离。
当BOSS开始横冲直撞之后，注意关注BOSS最后停下的位置和面向，它会立刻使用正面小扇形巨疼AOE，需要绕侧背躲避。
当BOSS读条全屏AOE时(场地变蓝)，由奶妈随手开一个培养皿，蠢牛就会中断读条…DPS记得趁机把小怪击杀(不击杀的话，BOSS会吃掉小怪并回血……"
博物总管,"
【博物总管】《博物战舰无限回廊 LV.60 》号
地上出现红圈(地雷)时，远离红圈不要碰到。BOSS会给玩家身上挂炸弹BUFF，需要奶妈驱散，否则会炸到队友。
场边出现警报小怪时，需要转火击杀。原则上剩1个警报没什么关系，如果DPS吃紧的话可以考虑适当放弃警报。剩下的出啥躲啥。"
玫瑰园,"
【玫瑰园】《草木庭园圣茉夏娜植物园 LV.60》号
BOSS会放出几个小魔界花苗，然后大大小小一家子一起喷，BOSS会一边喷一边转，但是不会喷满一圈，所以找到BOSS的方向，转到它喷的末点就不用跑了。场上出现名为果实的气球的时候，注意转火击杀(不打的话会炸掉，不过也没有很疼)。"
鹰蜂女王,"
【鹰蜂女王】《草木庭园圣茉夏娜植物园 LV.60》号
平时场边会有很多蜜蜂飞来飞去打人也挺疼。BOSS读攻击指令时，出啥躲啥即可。BOSS读防御指令时，周围的蜜蜂会来到场地中央与BOSS连线，此时要打掉所有蜜蜂。BOSS读协作指令时，场周围的蜜蜂会4只一组并排，此时要离开蜜蜂连面对的方向，它们会向场地内放无提醒的十字或X形的AOE，所有人贴场边站在两组蜜蜂中间即可回避。"
剧毒美人,"
【剧毒美人】《草木庭园圣茉夏娜植物园 LV.60》号
出啥躲啥，有啥躲啥，大眼睛记得背对，BOSS会以比较高的频率释放全场AOE，奶妈注意抬血即可"
流光晶片,"
【流光晶片】《地脉灵灯天狼星灯塔 LV.60 》号
初见玩家注意一下场地里不可选中的鸟、蜘蛛，场景比较暗，不容易发现。当玩家被连线时，优先找场地里的鸟，把线给鸟，如果实在没有鸟或来不及，那么把线给蜘蛛。连线过一会会召出被连线的怪，鸟直接打掉即可，蜘蛛会在地上放一滩毒(也要打掉)，如果有人没有传线而召出了人形怪，奶妈优先看好T血，其他人集火人形怪。人形怪打人极疼，而且会给BOSS增益"
第8团高级教士 孛罟,"
【第8团高级教士 孛罟】《地脉灵灯天狼星灯塔 LV.60 》号
谁起的破名字 读音：[bèi]  [gǔ]
这个BOSS会经常给地板捅个洞，由远程DPS打一下出现的凝胶怪，并带到以太喷发的洞口上打掉，凝胶怪死后会堵住洞口。如果队伍中没有远程DPS，而奶妈觉得自己有能力处理，也可以由奶妈负责处理，否则请出一名近战DPS来处理…然后天上会掉下来俩锅炉工俩引擎，优先打掉跟BOSS连线的引擎，然后再回头处理锅炉工即可。"
爆弹之母,"
【爆弹之母】《地脉灵灯天狼星灯塔 LV.60 》号
前半段出啥打啥，后半段会出现名为“治疗爆弹怪”的蓝色爆弹怪，它会向另外的红色小爆弹怪慢慢前进，需要奶妈或者其他人，站在红色爆弹怪这边用远程技能打一下治疗爆弹怪，把它推开(不要让它碰到红色爆弹怪)，否则就会引发全屏AOE大掉血。"
爆弹之父,"
【爆弹之父】《地脉灵灯天狼星灯塔 LV.60 》号
前半段出啥打啥，后半段会出现名为“治疗爆弹怪”的蓝色爆弹怪，它会向另外的红色小爆弹怪慢慢前进，需要奶妈或者其他人，站在红色爆弹怪这边用远程技能打一下治疗爆弹怪，把它推开(不要让它碰到红色爆弹怪)，否则就会引发全屏AOE大掉血。"
歌圣 兹罗·罗格,"
【歌圣 兹罗·罗格】《星海空间颠倒塔 LV.60》号
呱呱爱唱歌，眩晕可驱散，解救T爱他，水泡要躲开，变呱打呱呱。
？？？"
瑞吉,"
【瑞吉】《星海空间颠倒塔 LV.60》号
场地上出现大石头和不断扩大的AOE圈时，不要害怕，赶紧打掉石头然后再找安全的地方躲避即可。被连线的玩家要躲在石头后面，并与石头保持一段距离防止受伤。"
卡尔克布莉娜,"
【卡尔克布莉娜】《星海空间颠倒塔 LV.60》号
进门6个娃娃都没仇恨，快速抽掉即可。合体后变成一个大娃娃。当玩家被点名大眼睛技能时，BOSS会对这名玩家施加扇形AOE，背对即可，其他人不要与这名玩家站在一起，或者一起背对也行。
当它读条抱头防御后，所有人(包括法系)都只能站在它正面输出，否则就会被弹飞。当有人变成娃娃后，记得及时解救(尤其记得救奶妈…)"
阿卡莫特,"
【阿卡莫特】《神圣遗迹无限城市街古迹 LV.60》号
这个BOSS读条【幻惑鳞粉】时，所有人都要转身面向场外，这个技能会制造玩家的幻象，并放出超大范围的AOE攻击"
双翼飞狮,"
【双翼飞狮】《神圣遗迹无限城市街古迹 LV.60》号
出啥打啥，尤其BOSS身下的球，优先打掉。地上会出现土风圈，玩家会被上耐性降低的BUFF，土降低的踩风，风降低的踩土，不踩炸了…其实也没有特别疼，也就是被奶妈记恨。"
基路伯,"
【基路伯】《神圣遗迹无限城市街古迹 LV.60》号
死了还会复活的，第二次复活之后会有连线小怪，记得优先击杀。它还会读条圣疗，并在脚下出个魔法阵，站进去的人越多，伤害越少。"
长老莫古灵,"
【长老莫古灵】《天龙宫殿忆罪宫 LV.60》号
会召唤小怪，主要注意护卫团长莫古森，优先击杀即可。如果团队DPS较高，可以无视剩下两个小怪，否则请注意击杀。另外BOSS也会召唤复活圈，注意把小怪推出去。"
卜奇喇吉,"
【卜奇喇吉】《天龙宫殿忆罪宫 LV.60》号
T把BOSS放在场地一头，BOSS过一会就会起飞，记得找墙做掩护。BOSS读条类星射电源和雷云都是会破坏墙的，发现这两个技能的时候尽量找没墙的地方站。"
圣龙子嗣,"
【圣龙子嗣】《天龙宫殿忆罪宫 LV.60》号
场地是一个3X3的石台，有小旋风作为传送点。有单点一名玩家的连续攻击，预兆大概是全屏白光一闪，当你发现自己身上有白色光柱哐哐哐砸的时候，就是被点名了，注意换个地方。
BOSS隔一段时间会起飞并俯冲，俯冲会从有人的台子上选择，并且从俯冲方向冲坏2个台子…需要T注意引导位置(不过现在打的都快，应该不会有最后没台子站的情况了…)，当出现俯冲的黑绿光之后，离开台子即可。
台子上的圣元精可以提供大量LB，如果台子上有记得顺手击杀。"
红血圣女团,"
【红血圣女团】《黑涡传说破舰岛 LV.60》号
其实是一堆小怪…不拉也没啥事，T就把打奶的小怪揍了就行…长须豹请优先击杀。其他出啥躲啥。"
尤弥尔,"
【尤弥尔】《黑涡传说破舰岛 LV.60》号
被点名一万伏特(皮卡丘~~~)的玩家踩水，连线扯断，别的没啥特别要注意的，出啥躲啥。但BOSS会把地板冻上…然后滑溜溜的，对近战算是不太友好。"
爱因扎尔·斯拉菲尔辛正漩将,"
【爱因扎尔·斯拉菲尔辛正漩将】《黑涡传说破舰岛 LV.60》号
打到一定血量后会变身，它会给玩家上毒，并在场周围的宝箱里放入药和炸弹，动画效果很慢，注意观察哪些是解药，并在箱子关闭后走到那个箱子附近解毒。不解毒你会获得伤害降低的BUFF。
BOSS还会点名一名玩家并读条，这名玩家需要远离其他人，治疗注意准备驱散这名玩家身上的减速BUFF，否则他将无法躲过接下来的小范围AOE。"
飞天枪 奴扎尔·怀罗克,"
【飞天枪 奴扎尔·怀罗克】《险峻峡谷塞尔法特尔溪谷 LV.60》号
BOSS升天后，会出现小怪和气球炮塔，打掉气球炮塔后需要到BOSS身下，等着气球爆炸。气球的气浪会帮你把BOSS戳下来。然后出啥打啥，有啥躲啥。"
旋风扇 德托里·西罗克,"
【旋风扇 德托里·西罗克】《险峻峡谷塞尔法特尔溪谷 LV.60》号
被点名的玩家尽量把点名的风放在两个挡板之间，BOSS读条“大扇风”的时候，自己找有挡板的位置站好等着被吹飞(看地板图案可以参考)。BOSS读条“身轻如燕”后使用的技能非常疼，治疗注意抬血(理论上这个技能是可以躲开的，但是我还没摸到100%躲好的技巧…不躲的话T注意开好减伤)"
晴天霹雳 托佐尔·法托特尔,"
【晴天霹雳 托佐尔·法托特尔】《险峻峡谷塞尔法特尔溪谷 LV.60》号
出啥躲啥，分散集合…"
书中恶魔,"
【书中恶魔】《秘本宝库迦巴勒幻想图书馆 LV.60》号
出啥躲啥。"
液态火焰,"
【液态火焰】《秘本宝库迦巴勒幻想图书馆 LV.60》号
A3同模火基佬，技能都差不多。被连线冲锋的注意远离，BOSS变为火龙卷时会点名正负极，和BOSS同极靠近(因为相斥)，和BOSS异极远离(因为会相吸)；BOSS变为手掌时攻击上升，注意抬血。头顶出现太阳月亮徽章，找同色地板躲避。"
博学林鸮,"
【博学林鸮】《秘本宝库迦巴勒幻想图书馆 LV.60》号
金碟75w同模椅子可飞推荐。BOSS会扔好多书下来，需要根据BOSS读条技能去踩书里的效果。爆震之章→随便踩一本浮空；龙卷之章→踩黑色的圈；河童之章→变成河童之后踩绿色的圈。BOSS扔完一圈书之后会召唤贝爷，如果DPS不够的话记得注意在陨石后面躲噶哦哦。"
魔导猎手,"
【魔导猎手】《坚牢铁壁巴埃萨长城 LV.60》号
出啥打啥出啥躲啥。BOSS会点名DPS头上出现红球，如果此时他被小怪连线的话，比较容易暴毙，治疗注意套盾抬血。"
魔导猎手,"
【武装重甲】《坚牢铁壁巴埃萨长城 LV.60》号
BOSS会隔一段时间读条“运动物体探知干扰器”，读条结束后会给所有玩家上BUFF“慎行警告”，所有人立刻停手，不要移动、转视角，近战和物远请按ESC直到弹出系统对话框。等BUFF倒计时结束后就可以移动，否则会被击飞眩晕并受到大量伤害。其他出啥打啥即可。"
铁面公卿,"
【铁面公卿】《坚牢铁壁巴埃萨长城 LV.60》号
BOSS会突然跑到场地一边对大半场放AOE，所以所有人尽量靠近中场站以方便躲避。当天降一堆刀并出现满场AOE时，所有人打中间那把刀即可制造躲避的空间。其他的出啥打啥有啥躲啥。"
莱顿瓦德,"
【莱顿瓦德】《天山深境索姆阿尔灵峰LV.60》号
它会在地上扔孢囊，躲开即可，大号的孢囊是全屏伤害距离衰减。"
